,id,event,source,text,lang,lang_conf,class_label
5940,451189453948997632,2014_chile_earthquake,crisisnlp-cf,"@HALcruises Any word on the cruise that boarded in Buenos aires, stopping in ports down the coast of Argentina then up the coast of #Chile .",en,1.0,not_informative
5944,591902955252551681,2015_nepal_earthquake,crisisnlp-cf,#NepalQuakeRelief  Serious logistical problem. Ineffectiveness of the government and dirty politics C K Lal next http://t.co/G5ZAaLJrZs,en,,informative
5947,591903201185509376,2015_nepal_earthquake,crisisnlp-cf,RT @AmericanLeprosy: Aftershocks. Airport closed. No power. No water. We are providing relief through our partner hospital. Thanks for pray‰Û_,en,,informative
5953,451187710623899648,2014_chile_earthquake,crisisnlp-cf,RT @NewEarthquake: Tsunami Warning (Pacific): TSUNAMI WARNING IN EFFECT FOR CHILE/PERU FOR ALL OTHER AREAS COVERED BY THIS BULLETIN... httpäó_,en,1.0,informative
5956,591903207300796416,2015_nepal_earthquake,crisisnlp-cf,Fashion designer @prabalgurung is fundraising. #NepalQuake 'Non action is not an option' http://t.co/M0gS8B58ZU http://t.co/vXr9CYjbCq,en,,informative
5961,503643832387661825,2014_california_earthquake,crisisnlp-cf,RT @Slate: Just how many people were shaken awake by the Napa earthquake? http://t.co/wIE8Rrbzop http://t.co/udfllNvfhS,en,,informative
5966,451190367887450112,2014_chile_earthquake,crisisnlp-cf,RT [http://t.co/vieJIxVMOE] Tsunami reaches 40 cms Pacific coast of Japan following earthquake in Chile,en,1.0,informative
5970,503643202403196929,2014_california_earthquake,crisisnlp-cf,Surveillance Video Shows Dog Bolting From South Napa Quake: http://t.co/Zi6vxwusZS via @YouTube #NLN #California,en,,informative
5972,382826270704156672,2013_pakistan_earthquake,crisisnlp-cf,"RT @LucyHockingsBBC: If enough mothers #breastfed their babies in #pakistan, %35 of deaths would end there, says @SavetheChildren. #breastfâ€¦",en,1.0,informative
5973,575760134380650496,2015_vanuatu_cyclone,crisisnlp-cf,"#FF @ConvoyofHope 80,000 pounds of food, water and supplies headed to #Vanuatu #TCPam #ReliefVU #hmrd",en,,informative
5985,382829489765748737,2013_pakistan_earthquake,crisisnlp-cf,RT @bbclysedoucet: thousands are homeless in desperate need of help@ @alishahjourno on @BBC_WHYS #Pakistan earthquake,en,1.0,informative
5990,503643010127499264,2014_california_earthquake,crisisnlp-cf,"RT @jbooton: Rest easy oenophiles, Napa Valley quake wonâ€™t spike price of California #wine: http://t.co/LXMujQVznb",en,,informative
5992,498501514491867136,2014_india_floods,crisisnlp-cf,Hundreds and thousands of people have been affected by torrential rain and flooding in northern and eastern India.,en,1.0,informative
5993,503643889648287749,2014_california_earthquake,crisisnlp-cf,#Rosa A Look at Earthquake's Impact on California Region: A look at strong earthquake's impa... http://t.co/yLDlEXV6iY #NegritO Controla,en,,informative
6005,382813848006180864,2013_pakistan_earthquake,crisisnlp-cf,"RT @john_freiman: I was rocked by a M6.7 earthquake 81km NE of L'Esperance Rock, New Zealand!!! #earthquake #Quake_Watch_by_Ninja_Software",en,1.0,informative
6007,451190486016225280,2014_chile_earthquake,crisisnlp-cf,5 deaths reported in 8.2-magnitude earthquake that hit off Chile. All tsunami warnings and watches was canceled http://t.co/WMtN0NwPg4,en,1.0,informative
6013,591902887267028993,2015_nepal_earthquake,crisisnlp-cf,RT @TheEthanH26: Pray for Nepal  Pray for Baltimore  Pray for the homeless people sleeping 100 feet away from you  Pray for a change in the‰Û_,en,,informative
6014,575753191834402816,2015_vanuatu_cyclone,crisisnlp-cf,2015-04-25 19:00 Performances at PAM: Peony Pavilion http://t.co/jiPL6C82lY,en,,not_informative
6021,451188536499527680,2014_chile_earthquake,crisisnlp-cf,#Chile: Five dead from earthquake. #BreakingNews,en,1.0,informative
6023,382827260900032512,2013_pakistan_earthquake,crisisnlp-cf,RT @bqt92_bot: 911 Inside Job and Hereafter    http://t.co/kKw8xLTFRw   #japan #tsunami #fukushima #earthquake #9_11 #nuclear #nazism = #ziâ€¦,en,1.0,informative
6024,575740694649683968,2015_vanuatu_cyclone,crisisnlp-cf,RT @Jackthelad1947: Australian assistance to Vanuatu. #Auspol #CyclonePam Cutting our carbon emissions might help to prevent a repeat.  htt‰Û_,en,,informative
6030,503643821817602048,2014_california_earthquake,crisisnlp-cf,(@klk_jesusfresz) California Winemakers Cleaning up After Quake: Earthquake strikes at heart of California wine count...  (#LosDelSonido),en,,informative
6031,451189730898870272,2014_chile_earthquake,crisisnlp-cf,RT @fox13now: UPDATE: Wednesday's 7.4-magnitude earthquake second event to hit off the coast of Chile since Tuesday http://t.co/GhIlnL5hib,en,1.0,informative
6034,591903023128977409,2015_nepal_earthquake,crisisnlp-cf,"@NT__305 7.8 Quake Hits Nepal, Toppling Buildings, Killing Hundreds: The powerful temblor hit north of the cap... http://t.co/Rnxw5gjAoT",en,,informative
6037,382826846967971840,2013_pakistan_earthquake,crisisnlp-cf,RT @FasihaFarrukh: #Pakistan's earthquake was so violent it created this new island http://t.co/tBCww5DxIK  http://t.co/gPyWhBTCyt via @wasâ€¦,en,1.0,informative
6040,591903385890070528,2015_nepal_earthquake,crisisnlp-cf,RT @IndianExpress: #ExpressFrontPage #earthquake Explained: How bad is the damage? How prepared was Nepal? http://t.co/hTPVijPVcr http://t.‰Û_,en,,informative
6043,591903024450244610,2015_nepal_earthquake,crisisnlp-cf,RT @AP: The latest on Nepal: Life slowly returns to normal in Kathmandu; villages still cut off http://t.co/PX0anr44SX,en,,informative
6045,591902835387674624,2015_nepal_earthquake,crisisnlp-cf,RT @Islamic_Station: OH Allah Please Guide the people of Nepal in this time of Need. PLEASE  make DUA for them &amp; Spread This HASH TAG  #All‰Û_,en,,informative
6052,451190375877582848,2014_chile_earthquake,crisisnlp-cf,8.6 magnitude earthquake happened in  Chileà_£1à_ç0,en,1.0,informative
6060,382817010331037696,2013_pakistan_earthquake,crisisnlp-cf,"#earthquake M 5.8, Near Islands, Aleutian Islands, Alaska: September 25, 2013 13:58:19 GMT http://t.co/VpnXW1snPg #alert",en,0.9891886711120604,informative
6063,575754375009857536,2015_vanuatu_cyclone,crisisnlp-cf,I love when Pam and Martin get into it. #Martin #Classic,en,,not_informative
6064,591903321977270272,2015_nepal_earthquake,crisisnlp-cf,A French Spiderman scales #MontparnasseTower for Nepal! #TheLocalFrance #PrayForNepal #Paris https://t.co/J8MPHPEDqX,en,,not_informative
6066,451187854740185088,2014_chile_earthquake,crisisnlp-cf,"RT @justintimeOO: ä»_ http://t.co/qtmVDIyNHJ  938 ä»_ Chile earthquake ä»_ Magnitude 8.2 earthquake strikes Chile, sparking tsunami, landsliäó_ httäó_",en,0.5825875401496887,informative
6069,498505320042614785,2014_india_floods,crisisnlp-cf,"Havoc, death &amp; destruction due 2 #floods in UP, Bihar &amp; Assam unacceptable after 68 yrs of #independence. #India needs a credible solution.",en,1.0,informative
6070,451190430256734208,2014_chile_earthquake,crisisnlp-cf,My heart and my prayers are with all affected by this disaster!! #PrayForChile,en,1.0,informative
6071,451188621786509313,2014_chile_earthquake,crisisnlp-cf,When it good? :'( #PrayForSouthKorea #PrayForSinabung #PrayForNigeria #PrayForChile #PrayForFlores #PrayForUkraine  #PrayForIndonesia,en,1.0,informative
6073,591903044381474816,2015_nepal_earthquake,crisisnlp-cf,RT @TheEllenShow: My thoughts are with everyone in Nepal. Sending my love.,en,,informative
6075,451189870237470720,2014_chile_earthquake,crisisnlp-cf,Another smaller #ChileEarthquake .. Maybe 3.8-4.0?,en,1.0,informative
6079,591903308786307072,2015_nepal_earthquake,crisisnlp-cf,RT @SteepSkiing: Our good friends at @larkburger are donating 10% of revenue today to earthquake relief in Nepal. Go get an Ahi burger and ‰Û_,en,,informative
6081,451187743201038336,2014_chile_earthquake,crisisnlp-cf,"4.1 magnitude #earthquake. 126 km from Iquique, Tarapaca, #Chile http://t.co/UspdIkq1un",en,0.9652732610702516,informative
6087,503643796781801472,2014_california_earthquake,crisisnlp-cf,RT @MarcBodnick: What was the Napa earthquake like? https://t.co/2EHivavwF9,en,,not_informative
6092,575769798778359808,2015_vanuatu_cyclone,crisisnlp-cf,RT @MadsaWilson: Trekking aid through the new jungle of upturned trees to remote communities #RedCross #Vanuatu #CyclonePam response http‰Û_,en,,informative
6093,591902866635296768,2015_nepal_earthquake,crisisnlp-cf,#shipping VIDEO: Britons return from Nepal ordeal: A plane carrying 120 British people caught up in the Nepal ... http://t.co/TFLoTejoHk,en,,informative
6095,591902767972679680,2015_nepal_earthquake,crisisnlp-cf,time for political parties deploy their cadre in disaster relief &amp; show humanity #NepalEarthquake @brb_laaldhwoj @ramsmahat @MishraRabindra,en,,informative
6096,591903225885790208,2015_nepal_earthquake,crisisnlp-cf,RT @TimesNow: Delhi Metro services hit due to the #NepalEarthquake https://t.co/HBgJhGbiKK,en,,informative
6106,591902814730723328,2015_nepal_earthquake,crisisnlp-cf,"#Nepal #NepalEarthquake  Canadian girlfriend is looking for boyfriend Shankar Kafle, 21, male, 5'7, he is slim... http://t.co/abETYlv365",en,,informative
6110,382827495055450113,2013_pakistan_earthquake,crisisnlp-cf,RT @dunyanetwork: #PMLN MPAs donate one month's salary to #Balochistan quack victims #earthquake #Pakistan #Dunyatv,en,1.0,informative
6111,451189170342723584,2014_chile_earthquake,crisisnlp-cf,I hate earthquakes! Another big one in #chile be safe! http://t.co/ByT6OnPqZx,en,1.0,informative
6114,451188883490091008,2014_chile_earthquake,crisisnlp-cf,#newsofindia Tsunami waves hit Japan after Chile quake - Daily News &amp; Analysis: Irish Independen... http://t.co/s3T8z3s6Pl .. check out!,en,1.0,informative
6123,382830239136497664,2013_pakistan_earthquake,crisisnlp-cf,#NASA Releases Images of #Pakistan 'Mud Island' Formed By Earthquake - http://t.co/9bPXoF9xVo http://t.co/ttQBBd7PxJ,en,0.964168906211853,informative
6124,591902726260264960,2015_nepal_earthquake,crisisnlp-cf,The #NepalEarthQuake has taken the lives of more that 688 people #RIP,en,,informative
6125,591902698879856640,2015_nepal_earthquake,crisisnlp-cf,RT @IPS_DC: Want to help #Nepal recover from the quake? Cancel its debt ‰ Õ http://t.co/zcul37C6Hd #NepalEarthquake http://t.co/fJsifVNft1,en,,informative
6127,591903090439278592,2015_nepal_earthquake,crisisnlp-cf,USA steps up for disaster relief.. @BBCWorld: Nepal quake relief drive intensifies http://t.co/wN4sQjsNk7,en,,informative
6128,591903256940453889,2015_nepal_earthquake,crisisnlp-cf,US deploys new ‰ÛÏmilitary assets‰Û to Nepal as death toll from earthquake grows - World Socialist Web Site http://t.co/nqwAGjGzPK #WarNews,en,,informative
6131,591902949145731072,2015_nepal_earthquake,crisisnlp-cf,@RanvirShorey location of Vipul in nepal. Vipul died in Nepal. Need help to get his body back to mumbai http://t.co/sS3QsjV50z,en,,informative
6135,503643347807129602,2014_california_earthquake,crisisnlp-cf,#business  #biz Northern California rocked by magnitude 6.0 earthquake: A magnitude 6.0 earthquake hit Norther... http://t.co/De8wClO0o8,en,,informative
6144,591902950450008064,2015_nepal_earthquake,crisisnlp-cf,RT @NSCPress: The US is deploying a team of disaster response experts to #Nepal and providing an initial $1 million in disaster relief assi‰Û_,en,,informative
6149,591903227324403712,2015_nepal_earthquake,crisisnlp-cf,Facebook collecting Nepal quake aid donations http://t.co/t538EYp3Lj #PhysOrg,en,,informative
6150,451188288339341312,2014_chile_earthquake,crisisnlp-cf,RT @NothingLikeMyJB: My thoughts &amp; prayers go out to all the people in Chile :') GOD BLESS YOU ALL #PrayForChile 1RT = 1 PRAY &lt;3 http://t.cäó_,en,1.0,informative
6163,451189905691930625,2014_chile_earthquake,crisisnlp-cf,#NP It will rain - Bruno Mars,en,1.0,not_informative
6165,591903112396460033,2015_nepal_earthquake,crisisnlp-cf,RT @jouljet: Views Of The Himalayas http://t.co/UfSJT5X3vD #Nepal #travel #ttot,en,,informative
6169,591902880824741888,2015_nepal_earthquake,crisisnlp-cf,"@susiecampbell Thank you for spreading the word about our #Nepal relief efforts Susie - greatly appreciated! Best wishes, Charlotte",en,,informative
6170,575740502353428480,2015_vanuatu_cyclone,crisisnlp-cf,RT @Yunaaaa: Some 54kåÊ#childrenåÊinåÊ#VanuatuåÊare affected by cyclone Pam.åÊ@UNICEFåÊis on the ground but needs your help. Go http://t.co/q55QU‰Û_,en,,informative
6171,498501105811464192,2014_india_floods,crisisnlp-cf,"#India: #Odisha floods kill 46, hit 3.5 million  - http://t.co/5SJMbT3THf",en,1.0,informative
6173,591902780593459201,2015_nepal_earthquake,crisisnlp-cf,"Quick comparison with seismic prediction looks good: no surface slip, rupture to east, 1+m max surface displacement  https://t.co/suQky86Isa",en,,informative
6174,503645621493190657,2014_california_earthquake,crisisnlp-cf,"RT @MakeItPlain: #Earthquake Early Warning System Works, But Is Unfunded  - http://t.co/h0vaIxTS3l #CaliforniaÂ ",en,,informative
6176,575795535375769600,2015_vanuatu_cyclone,crisisnlp-cf,åÈ #Vanuatu #Vanuatu Eight confirmed dead... - Canadian News Edition | Facebook http://t.co/WOJoZT1JII,en,,informative
6177,591902795940237312,2015_nepal_earthquake,crisisnlp-cf,RT @PAKISTANI_313: PM NS telephoned his Nepalese Counter part and expresed deep sorrows over loss of humanity due to earthquake in Nepal ht‰Û_,en,,informative
6184,591903129366634496,2015_nepal_earthquake,crisisnlp-cf,RT @LoisAppleby: Big #earthquake reported in #Nepal @ActionAid team in country holding emergency meeting to assess situation.,en,,informative
6185,451188782411567106,2014_chile_earthquake,crisisnlp-cf,RT @latimes: 8.0 earthquake strikes northern Chile; authorities order evacuation of nearby coastal areas in case of a tsunami http://t.co/Eäó_,en,1.0,informative
6189,575794650717405184,2015_vanuatu_cyclone,crisisnlp-cf,RT @WA_Roads: MID WEST-GASCOYNE - North West Coastal Hwy from Pannawonica turnoff to Kalbarri Rd - CLOSED - Tropical Cyclone Olwyn,en,,not_informative
6200,451187709956997120,2014_chile_earthquake,crisisnlp-cf,RT @foxnewsalert: BREAKING NEWS: Tsunami warning after 7.8 aftershock shakes Chile's coast http://t.co/ZCwe3oyzce,en,1.0,informative
6203,575771149579083776,2015_vanuatu_cyclone,crisisnlp-cf,Booking a trip to New Caledonia within the next few days?? Hell yeah.,en,,not_informative
6208,451189398785114112,2014_chile_earthquake,crisisnlp-cf,"Now thatäó»s what I call transformation: #Argentina, #Brazil &amp; #Chile then and now, and Tony Benn RIP http://t.co/zpmNMIxhb8 via @fp2p",en,1.0,not_informative
6210,503643206219624450,2014_california_earthquake,crisisnlp-cf,#3tking Napa Earthquake Hastens Calls for Warning System http://t.co/ytfwvKy03A,en,,informative
6213,575771737117294592,2015_vanuatu_cyclone,crisisnlp-cf,Red Cross workers report ‰Û÷unbelievable destruction‰Ûª‰Û_ http://t.co/X6GcPrjc4F #Uncategorized #unbelievable #RedCrossAU #cyclone #destruction,en,,informative
6215,503644057068130305,2014_california_earthquake,crisisnlp-cf,RT @wsbtv: Incredible new pictures of damage from the 6.0 quake near Napa:  http://t.co/42nrUn39ku http://t.co/iwistFOt0E,en,,informative
6216,591902712582656001,2015_nepal_earthquake,crisisnlp-cf,"RT @loaideeb: When I see the outcomes of the recent earthquake in Nepal, i wonder if the nature's fury is enough for people or... http://t.‰Û_",en,,not_informative
6224,382827549707223040,2013_pakistan_earthquake,crisisnlp-cf,"RT @NamingTheDead: On October 30 2006, #drones killed at least 68 children in a strike on a madrassa. These are their names: http://t.co/Byâ€¦",en,1.0,not_informative
6228,591903354701348864,2015_nepal_earthquake,crisisnlp-cf,"RT @SalilShetty: #Amnesty staff, Board, families now confirmed safe. But #NepalQuake impact is terrifying say friends In Kathmandu. @Amne‰Û_",en,,informative
6229,382834662479245312,2013_pakistan_earthquake,crisisnlp-cf,#Earthquake victims of #Balochistan need your help! Contact +973-39297469 to hand over your donations. Do your part &amp; save #humanity.,en,1.0,informative
6234,382828550505496576,2013_pakistan_earthquake,crisisnlp-cf,"#earthquake #NZ: Magnitude 3.2, Friday, September 27 2013 at 9:15:33 am (NZST), 10 km south of Te Anau http://t.co/IiTaVSsnWb",en,0.9680783748626708,informative
6238,591903077168320513,2015_nepal_earthquake,crisisnlp-cf,Landslide fears after Nepal quakes http://t.co/lmVKECc0oZ,en,,informative
6240,591903290314596352,2015_nepal_earthquake,crisisnlp-cf,"RT @Independent_ie: Officials are trying to contact with up to 50 Irish citizens in Nepal, which has been hit with strong aftershocks http:‰Û_",en,,informative
6243,575773620879900675,2015_vanuatu_cyclone,crisisnlp-cf,Monster storm rips vulnerable Vanuatu http://t.co/56VFqCAx05,en,,informative
6256,575772647310639105,2015_vanuatu_cyclone,crisisnlp-cf,Please @ShawnMendes Je t'aime‡__B‡_Ù7 But i'll never seen you You'll never come in New Caledonia ‰÷Û•ü #ShawnsFirstHeadlinesTickets  x124,en,,not_informative
6258,591902770984161281,2015_nepal_earthquake,crisisnlp-cf,RT @decappeal: 5.3m people affected by #NepalQuake. Please give and help them &gt;&gt; http://t.co/r3o1X0I5Wd,en,,informative
6265,591903058310791168,2015_nepal_earthquake,crisisnlp-cf,RT @CanVOSTactual: #NepalEarthquake in case you need it : another tool to find ppl. ^GM  #smem  https://t.co/jEhdISu1co,en,,informative
6271,451189225002520576,2014_chile_earthquake,crisisnlp-cf,"RT @ChileanProbs: 8.3 earthquake in the north of Chile! Tsunami alert up north, Peru and Ecuador!",en,1.0,informative
6273,575785162832769024,2015_vanuatu_cyclone,crisisnlp-cf,Aljazeera - Aid workers meet 'widespread destruction' in Vanuatu: Relief supplies and teams begin arriving in ... http://t.co/K4MChNRc2S,en,,informative
6274,451188145157980161,2014_chile_earthquake,crisisnlp-cf,"Photos:  The Most Dramatic Images From Massive Chilean Earthquake: Strong earthquake rattles Chile, forcing residents to leave their homes.",en,1.0,informative
6279,575765941872537601,2015_vanuatu_cyclone,crisisnlp-cf,‰÷ÉBRAND NEW‰÷É Apple #iPhone 6 Plus 128gb Unlocked (GSM Networks) NO CONTRACT ‰_¬ GET IT 1st NOW ‰_¬ http://t.co/5mcIDfV6ME ‰ÑÛ #iPhone6Plus ‰ÑÛ Pam‰Û_,en,,not_informative
6281,498507166181883904,2014_india_floods,crisisnlp-cf,"http://t.co/AbDBKsCi5g Floods claim 45 lives in Odisha, 4.8 L p @INSubcontinent #INSubcontinent #India http://t.co/vfTT7x3FP6",en,1.0,informative
6283,591903199532974080,2015_nepal_earthquake,crisisnlp-cf,RT @gopal2315: Too funny....must watch. &gt;&gt; KRK Talks about the death of Gajendra Singh  https://t.co/WQ3mls27s4 #IndiaWithNepal,en,,not_informative
6288,503643003508883458,2014_california_earthquake,crisisnlp-cf,Skaters Make Best of Napa Earthquake by Shredding Buckled Streets http://t.co/buyrmiykwI,en,,not_informative
6297,575753398177435649,2015_vanuatu_cyclone,crisisnlp-cf,Real Clear Politics- Aid Agencies Struggle to Reach Affected in Vanuatu After ‰Û÷Monster‰Ûª Cyclone Pam: President... http://t.co/y64a8Z7eTo,en,,informative
6300,591902780157075456,2015_nepal_earthquake,crisisnlp-cf,Nepal Government Contributes 1 billion to PM Relief Fund,en,,informative
6301,575753389075775490,2015_vanuatu_cyclone,crisisnlp-cf,@PamHarper20 hey Pam. So sorry to hear that you struggled with seating. In the future we're planning to have reserved seating.,en,,not_informative
6311,591903052182978561,2015_nepal_earthquake,crisisnlp-cf,RT @drharshvardhan: The death of mountaineers in the avalanche following Nepal's quake has deeply affected those with the  spirit of advent‰Û_,en,,informative
6313,575795239031431168,2015_vanuatu_cyclone,crisisnlp-cf,RT @HumanityRoad: #Tuvulu Population 10k State of emergency declared http://t.co/B8fFczhRlR #hmrd #TCPam,en,,not_informative
6317,591903274539872256,2015_nepal_earthquake,crisisnlp-cf,RT @ooosh_ooosh: Where is Nepal's Prime Minister???? Anybody knows?,en,,informative
6318,575740634796924930,2015_vanuatu_cyclone,crisisnlp-cf,&gt;&gt; http://t.co/nxARWJn9fx Track it live: Ferocious Cyclone Pam bears down on Vanuatu -‰Û_ http://t.co/Y1AzvRCmQ2 &gt;&gt; http://t.co/nxARWJn9fx,en,,informative
6319,575798116080730115,2015_vanuatu_cyclone,crisisnlp-cf,Minister defends Vanuatu aid budget http://t.co/7w1YjLliKs,en,,informative
6325,591902757247782912,2015_nepal_earthquake,crisisnlp-cf,"RT @NRC_Egeland: Nepalese civil society is by far the biggest responder in #NepalEarthquake, but once again largely ignored by internationa‰Û_",en,,informative
6334,575769565524684800,2015_vanuatu_cyclone,crisisnlp-cf,RT @johnspatricc: åÈ http://t.co/BDmElckU8J Vanuatu #Vanuatu Tropical Cyclone Pam: Australian officials locate five missing volunteers ‰Û_ htt‰Û_,en,,informative
6338,591903312255000576,2015_nepal_earthquake,crisisnlp-cf,RT @Karma_Paljor: It's terrible in Sankhu 20 km from Katmandu. Many bodies still under rubble. Unstable buildings difficult to rescue http:‰Û_,en,,informative
6343,451188951404269568,2014_chile_earthquake,crisisnlp-cf,#PrayForChile aw shut I just found out about this! They were expecting a tsunami but it hasn't comeà__C stay strong,en,1.0,informative
6345,503644689266782208,2014_california_earthquake,crisisnlp-cf,RT @CBSSF: Hijacked #napaquake hashtag turns up images of Islamic  militant slogans &amp; dead U.S. soldiers: http://t.co/or2Ihgbpfs,en,,informative
6347,451188574948696064,2014_chile_earthquake,crisisnlp-cf,RT @weatherchannel: Small #tsunami (0.3 to 1.3 feet) reported at 9 locations in Japan in past hour from Chile quake. Advisory continues. htäó_,en,1.0,informative
6348,591903313328623617,2015_nepal_earthquake,crisisnlp-cf,RT @dispatchnewsdes: @meerasanyal Rescue operation is only concentrated to Kathmandu over 2000 dead no news from small towns  updates http:‰Û_,en,,informative
6357,503645283457064960,2014_california_earthquake,crisisnlp-cf,"RT @MyDesert: UPDATE: 120 injured, 3 critical after #napaquake. At least 64,000 are without power http://t.co/lPOZe8KeS4 http://t.co/PO8PAiâ€¦",en,,informative
6361,591902870837923840,2015_nepal_earthquake,crisisnlp-cf,RT @drewunderhill: very lucky to be here. very lucky to be alive. please send nothing but prayers to the people of Nepal http://t.co/YgsDiz‰Û_,en,,informative
6364,591902950747807744,2015_nepal_earthquake,crisisnlp-cf,I'm relief to know that my friend is alright after earthquake struck Nepal few days ago. Phew.,en,,informative
6368,451188276482043904,2014_chile_earthquake,crisisnlp-cf,@rabihayaacoub #tech Chile Earthquake Leaves European Southern Observatory (ESO) Telescop... http://t.co/a2zJBJGpgU #intelligent #forbes,en,0.987902283668518,informative
6370,498504698005962752,2014_india_floods,crisisnlp-cf,@bbcworldservice Floods and landslides kill at least 160 after torrential rain  Nepal India  http://t.co/OVaUUkvRlD  http://t.co/XzcrzbNsEy,en,1.0,informative
6375,575757898409775104,2015_vanuatu_cyclone,crisisnlp-cf,Vanuatu comms still down! Hope everyone is ok,en,,informative
6381,591902833902911488,2015_nepal_earthquake,crisisnlp-cf,RT @MusicForRelief: Urgent relief needed to bring aid to survivors of #NepalEarthquake. Text MFR to 41444 to support.,en,,informative
6385,382815155131662336,2013_pakistan_earthquake,crisisnlp-cf,"@htTweets: Militants fire rockets at #Pakistan quake relief helicopter, no one hurt http://t.co/B6HGH1B4CB #Balochistan what a nation!",en,1.0,not_informative
6390,591902851653357569,2015_nepal_earthquake,crisisnlp-cf,#Nepal families cremating the bodies of their family members in the fields  Photo: Niranjan Shrestha - @AP http://t.co/BLwQjhIiCK,en,,informative
6391,591903367695183874,2015_nepal_earthquake,crisisnlp-cf,RT @JubileeUSA: Relief fund used to help #Ebola countries can help #Nepal http://t.co/vdoYON9CfF,en,,informative
6392,451190240821010432,2014_chile_earthquake,crisisnlp-cf,#NappetTours #PrayForChile youth missions through http:// http://t.co/cgsvqeNkku,en,1.0,not_informative
6393,591903027486916608,2015_nepal_earthquake,crisisnlp-cf,RT @gauravcsawant: Hope &amp; prayer at Everest @DailyO_: #NepalEarthquake: #IndianArmy doesn't let you lose hope by @gauravcsawant | http://t‰Û_,en,,informative
6394,503644107936645121,2014_california_earthquake,crisisnlp-cf,Northern California quake a bad sign of things to come?: The earthquake jolting Northern California struck mor... http://t.co/qF1eyC6Ua8,en,,informative
6398,575760336420257792,2015_vanuatu_cyclone,crisisnlp-cf,I JUST RAN UP A GIANT HILL IN THE RAIN RIGHT BEFORE A CYCLONE SEARCHING FOR HUSKIES I AM NOT OKAY,en,,not_informative
6401,382832307167830016,2013_pakistan_earthquake,crisisnlp-cf,"6.8 - 96km NNE of Awaran, #Pakistan http://t.co/6Kah5Drsr2 PLEASE STAY SAFE,BE CAREFUL OF AFTERSHOCKS,",en,1.0,informative
6402,498514144883384320,2014_india_floods,crisisnlp-cf,RT @indiawater: Flood in Odisha affects 3.5 million people across 300 villages. This and more water news from the last week. http://t.co/lq‰Û_,en,1.0,informative
6403,591902809907286016,2015_nepal_earthquake,crisisnlp-cf,I WAS going to pray for the people of Nepal... but if there was a God to hear my prayers he would have stopped... http://t.co/fieIrvAMVg,en,,informative
6405,451188797938487296,2014_chile_earthquake,crisisnlp-cf,RT @NWS_PTWC: We updated our Perspective animation to include last week's #Chile #earthquake --  http://t.co/UF851Kwlj0 via @YouTube #Tsuäó_,en,0.95472913980484,informative
6408,591903028241793026,2015_nepal_earthquake,crisisnlp-cf,RT @cheguwera: If #israel Rebuild a entire town in #Nepal there is something rotten.  take care they will build a spy centre inside the cit‰Û_,en,,informative
6411,382826513550147584,2013_pakistan_earthquake,crisisnlp-cf,Massive #earthquake hits #Balochistan: death toll rises to 328 | Latest-News http://t.co/zabXDEzhiH #Pakistan #Awaran #Gwadar,en,0.9827025532722472,informative
6414,451188492140163073,2014_chile_earthquake,crisisnlp-cf,Viernes. #friends #narguil #drinks @ Jaya Bar http://t.co/6Utzo7kS9T,en,0.3456446528434753,not_informative
6420,591903119128137729,2015_nepal_earthquake,crisisnlp-cf,RT @MovifiedTelugu: Great work by #RamCharan &amp; #Chiranjeevi Charitable Trust with #Apollo Hospitals to send Medical supplies to Nepal! http‰Û_,en,,informative
6422,451189304253902849,2014_chile_earthquake,crisisnlp-cf,RT @PzFeed: BREAKING: Large earthquake strikes off northern Chile - seismologists,en,1.0,informative
6423,591903321423613953,2015_nepal_earthquake,crisisnlp-cf,RT @denish_007: Prayers for the wellbeing of people in Nepal. And other earthquake affected areas #MSGHelpEarthquakeVictims,en,,informative
6428,451187756769611776,2014_chile_earthquake,crisisnlp-cf,"RT @jparise6: Coming up on GMA: An earthquake rocks Chile, Tiger's Masters announcement rocks the CSRA, and it's Autism Awareness Day in Auäó_",en,1.0,informative
6429,382815170478628865,2013_pakistan_earthquake,crisisnlp-cf,"RT @VoiceofRussia: 7,4 earthquake hits #Pakistan",en,1.0,informative
6431,591903001276624898,2015_nepal_earthquake,crisisnlp-cf,#Iran offers condolences to #Nepal over deadly #quake http://t.co/iYeFuqc6XZ,en,,informative
6433,575781477029429248,2015_vanuatu_cyclone,crisisnlp-cf,Australian sends aid to cyclone-ravaged #Vanuatu -  http://t.co/5jnBEAHUsM via @smh #auspol,en,,informative
6434,451189442405875712,2014_chile_earthquake,crisisnlp-cf,"World #Americas #Chile #earthquake Aftershocks Shale Chile; Military, Police Keep Order: The post Aftershocks... http://t.co/cVG2FU7zFm",en,1.0,informative
6435,575740923004354560,2015_vanuatu_cyclone,crisisnlp-cf,Cyclone Pam: Vanatu islanders face starvation 'within days' following destruction of all their crops... http://t.co/iexO9yL7aE  #ItsParto,en,,informative
6440,503644000981491712,2014_california_earthquake,crisisnlp-cf,"California earthquake aftermath: Buildings destroyed, over 100 injured: 6.0 magnitude earthquake caused six si... http://t.co/xlOC5zMsrH",en,,informative
6445,382814125673693184,2013_pakistan_earthquake,crisisnlp-cf,#Balochistan PDMA is doing what it can with the next to nothing resources it has.. help them out people.. Ask them what they need exactly,en,1.0,not_informative
