,tweet_id,tweet_text,class_label,event,source
246,1001456447245336576,Flash Flooding Wreaks Havoc In Ellicott City¸ Maryland,infrastructure_and_utility_damage,maryland_floods_2018,maryland_floods_2018_train
347,1001410837075111937,I liked a @YouTube video  Roads submerged as severe flash flooding hits Maryland,infrastructure_and_utility_damage,maryland_floods_2018,maryland_floods_2018_train
29,1002556228390871040,"6-1-18 Maryland weather: Flooding threats diminished, for now — but more rain still in forecast Friday, Saturday",caution_and_advice,maryland_floods_2018,maryland_floods_2018_dev
161,1001136950345109510,State of emergency declared for Maryland flooding:  via @YouTube,caution_and_advice,maryland_floods_2018,maryland_floods_2018_train
209,1001550919056740352,"I have lived there and have so many great memories of the city and Main Street. Two 1,000 year floods in two yearsheartbreaking.",sympathy_and_support,maryland_floods_2018,maryland_floods_2018_train
75,1001432993012035585,"Thoughts and prayers for him, and all those searching for him!",sympathy_and_support,maryland_floods_2018,maryland_floods_2018_test
113,1001915701546881024,All the news I see of the floods in Ellicott city breaks my heart. Sending all my love and prayers. Stay strong my Maryland ὤFἿB♥️ #PrayForEllicottCity #ECStrong,sympathy_and_support,maryland_floods_2018,maryland_floods_2018_test
187,1001141041926492161,"Floods in Maryland oh my,lets hope everyone and all the animals are safe,objects can be replaced,people and animals cannot.",sympathy_and_support,maryland_floods_2018,maryland_floods_2018_train
147,1001444960053415936,"My thoughts and prayers go out to the citizens of Ellicot City, Maryland, especially the Entire @cwsynergy FamilyIt just occured to me that they are affected by the devastation caused by the flooding.Sending you all Blessings, Prayers and a Speedy Recovery.",sympathy_and_support,maryland_floods_2018,maryland_floods_2018_train
241,1001302933521170432,Historic city in Maryland is devastated by extreme flash floods,infrastructure_and_utility_damage,maryland_floods_2018,maryland_floods_2018_train
25,1001229776240201729,Rescuers seek 1 man still missing   H  #EllicottCity #Floods #HowardCountyMDNews #LatestNews #LocalNews,rescue_volunteering_or_donation_effort,maryland_floods_2018,maryland_floods_2018_test
268,1001515377938092032,Body found in Patapsco River days after Ellicott City flooding  via @WUSA9,injured_or_dead_people,maryland_floods_2018,maryland_floods_2018_train
112,1001323647695507457,"People in Ellicott City, Md., are surveying the damage to their homes and businesses after a historic flash flood raged through the city — the second in as many years. NPR’s Mary Louise Kelly talks with Mark Hemmis, whose restaurant Phoenix Emporium was",infrastructure_and_utility_damage,maryland_floods_2018,maryland_floods_2018_train
29,1002346244583419905,Catastrophic flash floods hit outside Baltimore; crews conduct water rescues (Source ) A state of emergency was declared in Maryland on Sunday as catastrophic flash floods and,rescue_volunteering_or_donation_effort,maryland_floods_2018,maryland_floods_2018_test
214,1001155973187162112,"Maryland Hit By Catastrophic Flash Flooding, Second Time in Two Years  via @YouTube",infrastructure_and_utility_damage,maryland_floods_2018,maryland_floods_2018_train
20,1001242001331949574,Mean while in the world of things that’s actually happened A State of Emergency Has Been Declared as Flash Floods Strike a Maryland City - TIME,caution_and_advice,maryland_floods_2018,maryland_floods_2018_test
297,1001250899719835648,US FLASH FLOODS 7  DRAMATIC VIDEO - Drone footage reveals extent of flood damage to Maryland city. STORY #4155985,infrastructure_and_utility_damage,maryland_floods_2018,maryland_floods_2018_train
164,1001554055917916161,Maryland will always be my home. Thoughts and prayers to those impacted by the flooding and to the heroes working to help them.,sympathy_and_support,maryland_floods_2018,maryland_floods_2018_train
22,1001195058392109056,"BREAKING: Maryland governor declares state of emergency in response to heavy rain, severe flooding in Ellicott City and areas across the state - ABC",caution_and_advice,maryland_floods_2018,maryland_floods_2018_dev
91,1001215486745612288,"Devastating aftermath of historic flooding in Ellicott City, Maryland • • • • • #drones #dronesdaily #dronephotography #aerialphotography #dronegear #dronefly #dronelife #instadrone #dronestagram #droneoftheday #fromwhereidrone #airvuz #drone #dj",infrastructure_and_utility_damage,maryland_floods_2018,maryland_floods_2018_test
12,1003658845892333568,"The rain has stopped (for now), but flooding still shut down roads across Central Maryland this morning",infrastructure_and_utility_damage,maryland_floods_2018,maryland_floods_2018_dev
17,1001486280025411585,Latest: Maryland flooding: Drone footage shows extent of damage in Ellicott City,infrastructure_and_utility_damage,maryland_floods_2018,maryland_floods_2018_train
83,1001654989088022531,Our prayers go out to everyone in Elliott City No words to describe the devastation after Ellicott City flooding in Maryland @jmbacon @Journo_Christal @USATODAY  ὏8 Jim Lo Scalzo,sympathy_and_support,maryland_floods_2018,maryland_floods_2018_train
19,1003065011995111424,"Rain fell in Elllicott City as a congregation led by Baltimore Archbishop William Lori gathered for Mass at St. Paul Catholic Church, where they prayed for victims of last weekend’s flood",sympathy_and_support,maryland_floods_2018,maryland_floods_2018_dev
306,1001843211940384768,"[ WATCH IT ] Flash floods struck a Maryland community wracked by similar flooding in 2016, authorities said, and water rescues were being carried out. Video on social media showed raging water rushing down Main Street in Ellicott City, west of Baltimore.",rescue_volunteering_or_donation_effort,maryland_floods_2018,maryland_floods_2018_train
299,1001200767427072000,"Here is a live look of the damage that was caused by the flooding in Ellicott City, Maryland. Live video courtesy of Fox 5 DC.",infrastructure_and_utility_damage,maryland_floods_2018,maryland_floods_2018_train
28,1001472578354077696,"For Phi Mu sisters impacted by the flooding in Maryland this weekend, you are in our thoughts and prayers. If you need assistance, we are here for you:",sympathy_and_support,maryland_floods_2018,maryland_floods_2018_dev
279,1002331628369215489,#Alerts-Flash Flood Warning until 9:30pm for portions of #Baltimore &amp; #Howard counties in Maryland. The worst of the rain has been south of the warning area. Plus the storms are moving east at 30 mph and not sitting in place. #mdwx @WMAR2Weather @WMAR2News,caution_and_advice,maryland_floods_2018,maryland_floods_2018_train
70,1001522082822410241,RIP Hero ❤️,sympathy_and_support,maryland_floods_2018,maryland_floods_2018_test
14,1001622957318393857,"#Donating my #Birthday, with a #Fundraiser for Rescue Angels of Southern Maryland.  #Rescue #Donate #Fundraiser #Kitty #Kittens #FeralCats #Cats #Cat #Maryland",rescue_volunteering_or_donation_effort,maryland_floods_2018,maryland_floods_2018_dev
118,1004392129391747073,The aR team has been in touch with the ground team in Ellicot City(and surrounding area) who has experienced extensive flooding. We are ACTivating a team. Stay tuned for reACTion news and how you can help! You got this Maryland! ὊA,rescue_volunteering_or_donation_effort,maryland_floods_2018,maryland_floods_2018_train
367,1002733994306351105,"Flood Warning for parts of #Loudoun: SOME LOCATIONS THAT MAY EXPERIENCE FLOODING INCLUDE LEESBURG, LANSDOWNE, PURCELLVILLE, MIDDLEBURG, OATLANDS, BELMONT, HAMILTON, SAINT LOUIS, PAEONIAN SPRINGS, GLEEDSVILLE, WATERFORD, LUCKETTS, ALDIE, PHILOMONT, LINCOLN AND HUGHESVILLE.",caution_and_advice,maryland_floods_2018,maryland_floods_2018_train
74,1004033164086562816,"@GodsPitCrew, who we partnered with heavily after Hurricane Harvey, is on site in Maryland to provide much-needed relief and supplies! Continue to pray for the communities impacted by this recent flooding. #HandOfHope #GiveHope #ShareChristLovePeople",rescue_volunteering_or_donation_effort,maryland_floods_2018,maryland_floods_2018_dev
57,1002006761795129344,"Marylands Democratic candidates for governor focused much of their second televised debate Wednesday on painful recent events in the state, including the death of a Baltimore County police officer and devastating flooding in Ellicott City.",injured_or_dead_people,maryland_floods_2018,maryland_floods_2018_train
77,1001166109771431936,"Watch Video Severe flooding in Ellicott City, Maryland, has submerged vehicles, forced residents to evacuate and caused major damage to homes and businesses. Newsys partners at WMAR",infrastructure_and_utility_damage,maryland_floods_2018,maryland_floods_2018_train
464,1004577932210327553,This is the 2nd time in 2 years that Ellicott City has suffered through a devastating flood. Nothing was done by Hogan after the first to mitigate possible recurrent damage and a Maryland National Guardsman lost his life. #MDGov #MDpolitics,injured_or_dead_people,maryland_floods_2018,maryland_floods_2018_train
304,1001216547241779201,"Rescuers are searching for a 39-year-old National Guard member Monday who was reported missing a day after he was swept away by fast-moving floodwaters in Maryland’s Ellicott City while attempting to rescue people during devastating floods, family and of",rescue_volunteering_or_donation_effort,maryland_floods_2018,maryland_floods_2018_train
357,1001270952829779969,"RT @VoteCarrigan: My thoughts are with the people of Maryland, as they deal with devastating floods.",sympathy_and_support,maryland_floods_2018,maryland_floods_2018_train
282,1001165784016674817,"Its even worse: Ellicott City, Maryland, recovering from 2016 flood, hammered again  #flooding 25- to 30-ft-wide hole N of Main Street, ground and road buckled. utilities off, water ran thru bldgs, Patapsco River up 17.8 ft in 2 hrs, Sunday, record level",infrastructure_and_utility_damage,maryland_floods_2018,maryland_floods_2018_train
153,1002184395334275073,".@HoCoGovExec, @HoCoGov holding press conference today on how theyre preparing #EllicottCity to deal with possible new flooding given new threats of heavy rain #ECFlood",caution_and_advice,maryland_floods_2018,maryland_floods_2018_train
128,1001258896462372866,"This hurts my heart. A lot of places just reopened from the last flood. Keeping Ellicott City in my thoughts, I love this place.",sympathy_and_support,maryland_floods_2018,maryland_floods_2018_test
330,1002739498118270976,Severe T-storm Warning for Frederick County in Maryland. Damaging winds and flash flooding are the main threats. Get ready Libertytown. #wusa9weather @wusa9 @melissanordwx,caution_and_advice,maryland_floods_2018,maryland_floods_2018_train
392,1003383724027842560,"A Bat fan friend of mine lost 80% of his possessions in the Ellicott City, Maryland flooding a week ago. This area was declared a national disaster area. His renters insurance isnt going to cover the tens of thousands of",infrastructure_and_utility_damage,maryland_floods_2018,maryland_floods_2018_train
300,1002650883979694085,Today begins the 2018 Hurricane Season for Maryland and our team is focused on supporting recovery efforts from two recent severe flooding events. @MDMEMA #partofthesolution,rescue_volunteering_or_donation_effort,maryland_floods_2018,maryland_floods_2018_train
349,1003433356418256897,"Maryland Department of Transportation (MDOT) State Highway Administration (SHA) reports all eastbound and westbound lanes on US-50 at Kenilworth Avenue (MD-201) in Prince George’s County, MD are closed due to flooding.",caution_and_advice,maryland_floods_2018,maryland_floods_2018_train
466,1001147515360677890,JUST IN: Governor Larry Hogan has declared a state of emergency for the entire state of Maryland after extreme flooding.,caution_and_advice,maryland_floods_2018,maryland_floods_2018_train
339,1001896052562198528,While trying to rescue a cat. #Hero,rescue_volunteering_or_donation_effort,maryland_floods_2018,maryland_floods_2018_train
38,1001244884160966656,WEATHER WATCH: Tuesday at 7:20 AM ET on #FaultLines - Emmy Award Winning Meteorologist Zach Daniel (@ZachDanielCBS6) talks #Flooding in #Baltimore/#Maryland and #Hurricane season kicking off with subtropical storm #Alberto.,caution_and_advice,maryland_floods_2018,maryland_floods_2018_train
106,1001274907156795392,"If I lived in Maryland and went through 2 floods like these in a just a couple years, I would get the hell out of there so goddamn fast. How devastating. My heart goes out to everyone affected. #Maryland #floodaware",sympathy_and_support,maryland_floods_2018,maryland_floods_2018_test
323,1001514826198220800,"»MGN-AFRICA® pin:263789F4 » Missing Natl Guardsman tried to rescue woman when swept away in flood: Hes a hero: As rushing floodwaters quickly filled the small-town streets of Ellicott City, Maryland, a National Guardsman jumped into »  @wizkidayo",rescue_volunteering_or_donation_effort,maryland_floods_2018,maryland_floods_2018_train
486,1001456243670683648,"In Maryland, Elliot City was devastated by floods over the weekend. Will this town choose to rebuild or retreat in the face of disastrous climate change?",infrastructure_and_utility_damage,maryland_floods_2018,maryland_floods_2018_train
38,1001152643497119744,RT @juicelessdre: 2 floods = an infrastructure problem,infrastructure_and_utility_damage,maryland_floods_2018,maryland_floods_2018_dev
32,1001138374923579393,"Catastrophic Flooding Slams Ellicott City, Maryland; Water Rescues Reported - The Weather Channel  via @GoogleNews",rescue_volunteering_or_donation_effort,maryland_floods_2018,maryland_floods_2018_test
334,1001522168193343489,"Missing national guardsman Eddison Hermond has been found after being swept away in a flash flood in Maryland. Unfortunately, he didn’t survive. My thoughts and prayers are with his family.",injured_or_dead_people,maryland_floods_2018,maryland_floods_2018_train
471,1002895177751511041,"Must-watch videos of the week: A man scales an apartment building in hopes of rescuing a child, floods send cars floating down Maryland streets, and a young boys question makes the White House press chief emotional. These are the videos you dont want",rescue_volunteering_or_donation_effort,maryland_floods_2018,maryland_floods_2018_train
273,1001336319732277249,"Flash floods again rip through Ellicott City, Maryland. Maryland Gov. Larry Hogan declared a state of emergency Sunday in Howard County. Alberto could contribute additional flooding in the next few days.",caution_and_advice,maryland_floods_2018,maryland_floods_2018_train
293,1003347134031257600,FLOODING: #MontgomeryCounty #Maryland I-495 at Route 29 end of the ramp merge lane to 495 flooded causing vehicles to swerve out onto 495 Without merging,caution_and_advice,maryland_floods_2018,maryland_floods_2018_train
15,1003632699431501825,"Weekend Flooding Closes Roads in Virginia, Maryland; State of Emergency in 8 West Virginia Counties - The Weather Channel",caution_and_advice,maryland_floods_2018,maryland_floods_2018_test
25,1001209760585306112,"Goodevening Friends It certainly was a blessing to share in our invitation campaign 4 our upcoming Regional Convention, we had inside territory thanks to Jehovah as the weather is not good. Im asking for your prayers for the friends in Baltimore Maryland they had dangerous floods",sympathy_and_support,maryland_floods_2018,maryland_floods_2018_dev
251,1001547832598417410,"Oh no! May my thoughts, praying, condolences goes to him, his family and friends. So terribly sorry!",sympathy_and_support,maryland_floods_2018,maryland_floods_2018_train
55,1001338686376525824,"Flash floods ravage Maryland town: A state of emergency was declared in Howard County, as a massive storm drenched the Baltimore region, triggering flash floods in Ellicott City and leaving one person missing.",caution_and_advice,maryland_floods_2018,maryland_floods_2018_test
40,1001253451257516032,DML TV: Aerial footage shows damage after flooding rips through Maryland city  via @realDennisLynch,infrastructure_and_utility_damage,maryland_floods_2018,maryland_floods_2018_train
38,1003442050652626945,"Route 50 remains closed for high water in Cheverly, Maryland. A rescue team was on its way to help a person stuck in a car in the westbound lanes.",rescue_volunteering_or_donation_effort,maryland_floods_2018,maryland_floods_2018_test
110,1004035240384499717,"Lothian, Maryland: 1 person injured. Full report:",injured_or_dead_people,maryland_floods_2018,maryland_floods_2018_test
488,1002585471166369792,Were you affected by storms? Need help making your insurance payment ? Another round of storms has brought more flooding and unwelcome disruption to the lives of additional Maryland policyholders. The Maryland,sympathy_and_support,maryland_floods_2018,maryland_floods_2018_train
178,1003159305959428096,"MPD 0261 SE #PENNSYLVANIA, N #DELAWARE INTO #MARYLAND, #DC &amp; CNTRL/E #VIRGINIA FLASH FLOODING POSSIBLE VALID TIL 0510 AM EDT ADDITIONAL FLASH FLOODING WILL BE POSSIBLE OVER THE NEXT FEW HOURS. AN ADDITIONAL 2-4 IN WILL BE POSSIBLE ON TOP OF SATURATED SOILS",caution_and_advice,maryland_floods_2018,maryland_floods_2018_train
479,1001307181675896833,RT @DBoboshie_: I’m trying to understand what rain did all that damage in Maryland !!,infrastructure_and_utility_damage,maryland_floods_2018,maryland_floods_2018_train
397,1001574250673836033,Truly a sad outcome. My thoughts and prayers go out to his friends and family.,sympathy_and_support,maryland_floods_2018,maryland_floods_2018_train
259,1002580599054503938,This cow couldnt mooooove after getting stuck in a swimming pool in Maryland. Firefighters came to the rescue:,rescue_volunteering_or_donation_effort,maryland_floods_2018,maryland_floods_2018_train
92,1001158902686404608,thoughts and prayers go to my hometown :(,sympathy_and_support,maryland_floods_2018,maryland_floods_2018_test
383,1001506483849359360,Authorities in Marylands Howard County have issued what theyre calling a precautionary health alert after a sewage main broke following torrential rains that prompted destructive flash flooding.,infrastructure_and_utility_damage,maryland_floods_2018,maryland_floods_2018_train
103,1002038007082442757,"My thoughts and heart go out to Ellicott City, MD. So much destruction. So fast. They’ve been through this before, and they are tough and compassionate people who always have each other’s backs. I hope they get more help and aid which they need right now.",sympathy_and_support,maryland_floods_2018,maryland_floods_2018_train
63,1001430342094422016,As a local Howard County based business we stand with everyone effected buy this horrific storm. Is your house flooded? Broken Sump Pump? Our 7 day a week emergency response unit is always,sympathy_and_support,maryland_floods_2018,maryland_floods_2018_test
111,1002322285192245248,@KevinRothWx Flash floods in Maryland Ellicott City destroyed again People have to be on roads to get to gm Me thinks ppd,infrastructure_and_utility_damage,maryland_floods_2018,maryland_floods_2018_train
91,1001269150600212480,‘Catastrophic’ flash floods rip through Maryland toppling building and turning high streets into rivers #Topbuzz,infrastructure_and_utility_damage,maryland_floods_2018,maryland_floods_2018_train
198,1002988319159005184,WEATHER ALERT: Flood Warning issued for parts of Prince Georges and Charles counties in Maryland. Flash flooding reported in PG County,caution_and_advice,maryland_floods_2018,maryland_floods_2018_train
10,1001510914368069632,My prayers go out to the people and families in Maryland affected by the flash floods ὤFὉ5,sympathy_and_support,maryland_floods_2018,maryland_floods_2018_train
291,1001552253990391808,Real heroes abound. We lose a man like this and have to keep Trump. Life is so unfair. A National Guard Member Died While Trying To Help Rescue Someone During The Maryland Flash Floods  via @talalnansari,rescue_volunteering_or_donation_effort,maryland_floods_2018,maryland_floods_2018_train
80,1002630093775269888,"UNITED HELP,INCORPORATED McPeeks Helping Hands And Terri Jean McPeek Merrills Pet Rescue 9000 Briarcroft Lane Apt 124 Laurel, Maryland 20708-1363 301-490-3333 United Help, Incorporated, is a 501(c)(3) Tax Status Youth",rescue_volunteering_or_donation_effort,maryland_floods_2018,maryland_floods_2018_test
0,1113315370532777984,"900,000 doses of #cholera vaccine arrived in#Mozambique today:a massive immunization campaign needed to prevent infection.Cholera treatment centers &amp; oral rehydration points also critical to lower mortality in people affected.This is top priority for @IFRC",rescue_volunteering_or_donation_effort,cyclone_idai_2019,cyclone_idai_2019_dev
335,1115642227332612096,@CanEmbZimbabwe is pleased that we could support women and girls affected by #cycloneidai with this donation of sanitary products,rescue_volunteering_or_donation_effort,cyclone_idai_2019,cyclone_idai_2019_dev
519,1106777109123530752,Most of the tropical cyclones in the Southwest Indian Ocean are generated in the mid ocean and dissipate without landfall. Cyclone Idai is among rare ones to make landfall and produce large damage #CycloneIdai #Idai #Mozambique #Malawi #SevereWeather,infrastructure_and_utility_damage,cyclone_idai_2019,cyclone_idai_2019_test
124,1107689021747200001,Very sad to see the shocking pics &amp; videos of the areas &amp; families affected by the devastation of #CycloneIdai ὢ2 My heart is with you! ὤFἿC,sympathy_and_support,cyclone_idai_2019,cyclone_idai_2019_test
231,1109043215297101829,Our Drone Africa team is on the ground and have started search &amp; rescue efforts to locate people in inaccessible areas affected by #CycloneIdai in #Chimanimani.,rescue_volunteering_or_donation_effort,cyclone_idai_2019,cyclone_idai_2019_test
712,1113340926150287361,"Two metric tons of food items (High Energy Bars, oil, sugar, canned tomatoes) being unloaded from a @UN UNHAS helicopter for survivors of the post-#CycloneIdai flooding in Mozambiques Gorongosa district.",rescue_volunteering_or_donation_effort,cyclone_idai_2019,cyclone_idai_2019_test
496,1107077598595739649,"I had never heard of a cyclone in Africa, this severe and very strong cyclone has led to the death of several people in the areas its passing through, especially the coastal Mozambique town of Beira, parts of Zimbabwe and",injured_or_dead_people,cyclone_idai_2019,cyclone_idai_2019_test
341,1108268787294453761,#Rescue and #relief to #CycloneIdai affected populations in #Mozambique. The first helicopter Ὠ1 rescued people from #Buzi bringing them to #Beira airport yesterday. They received high energy biscuits on arrival.,rescue_volunteering_or_donation_effort,cyclone_idai_2019,cyclone_idai_2019_dev
134,1108117447536795649,"#CycloneIdai : #EU releases additional €3.5 million in emergency aid to #Mozambique , #Malawi and #Zimbabwe  #Idai #CicloneIdai",rescue_volunteering_or_donation_effort,cyclone_idai_2019,cyclone_idai_2019_dev
484,1110427100006285314,"@NewsDayZimbabwe They will keep you hungry &amp; when you get some food your brother will be your enemy. We donated to this cause as a united nation, why then do you let the aid recipients suffer #CycloneIdai #CycloneIdaiZW",rescue_volunteering_or_donation_effort,cyclone_idai_2019,cyclone_idai_2019_test
351,1108816327651876865,"Botswana is latest Country to provide assistance to Mozambique, Malawi and Zimbabwe following Cyclone Idai. The Govt have urged members of the public to support efforts by donating non-perishable goods, blankets &amp; water purifying solutions (Tanzania was first to send supplies)",rescue_volunteering_or_donation_effort,cyclone_idai_2019,cyclone_idai_2019_test
77,1109021212951396352,#UKaid is reaching people affected by #CycloneIdai in Mozambique. @WFP_UNHAS helicopters are delivering UK-funded @WFP food and helping the rescue efforts,rescue_volunteering_or_donation_effort,cyclone_idai_2019,cyclone_idai_2019_test
39,1109433371355172864,RT @ChinaDaily: Mozambique cyclone death toll has climbed to 417. #CycloneIdai,injured_or_dead_people,cyclone_idai_2019,cyclone_idai_2019_dev
177,1106921145926864898,Photos: Death toll mounts after Cyclone Idai makes damaging strike on central Mozambique. #Mozambique #CycloneIdai,injured_or_dead_people,cyclone_idai_2019,cyclone_idai_2019_test
748,1108049727407439873,"Mozambique’s president says Cyclone Idai may have killed as many as 1,000 people as recovery efforts underway.",injured_or_dead_people,cyclone_idai_2019,cyclone_idai_2019_test
5,1106925539976204289,RT @kwirirayi: Drop off point for those who want to assist with #CycloneIdai disaster relief. #CycloneIdaiZW #cycl,rescue_volunteering_or_donation_effort,cyclone_idai_2019,cyclone_idai_2019_dev
97,1106596294527799296,Tropical Cyclone Idai displaces 1.5 million across Mozambique and Malawi Lots of local as well as international efforts underway to respond to the flood crisis. Dont forget to pray for the needs that the camera cant take a picture of too.,sympathy_and_support,cyclone_idai_2019,cyclone_idai_2019_dev
236,1110120473025761281,"Lets hit the $200,000 mark today! We are so close &amp; every contribution matters! Help those affected by the #cyclone rebuild their lives &amp; find a sense of normalcy after this disaster - Donate via @EcoCash Biller Code 320041 #ReachOut ᾑD἟F἟CᾑD #CycloneIdai",rescue_volunteering_or_donation_effort,cyclone_idai_2019,cyclone_idai_2019_test
109,1110234432261316608,.@CARE is delivering aid to #CycloneIdai survivors in #Malawi and #Mozambique and setting up community groups to protect women and girls from abuse.,rescue_volunteering_or_donation_effort,cyclone_idai_2019,cyclone_idai_2019_test
348,1112302443927388160,"Beira being a city of 0.5 million people and setup bellow the sea level, waterborne disease will always be a problem after any floods. The problem now is compounded with destruction of infraestructures",infrastructure_and_utility_damage,cyclone_idai_2019,cyclone_idai_2019_test
148,1107733321591734278,@SibandaSibbs @CharityMaodza President @edmnangagwa has a full cabinet with ministers &amp; deputy ministers who were attending to cyclone affected communities while he did what he was doing. This is why you saw Chasi doing his bit. Govt did this.ὄ7,rescue_volunteering_or_donation_effort,cyclone_idai_2019,cyclone_idai_2019_test
420,1113443864013156353,"This used to be our home; we now stay at a local school. -Terrance, Ngangu, Chimanimani. The devastation caused by #CycloneIdai will continue to affect children for months to come. Donate to support our work on the ground ὄ9  ὏7 WFP/2019/Tatenda Macheka",rescue_volunteering_or_donation_effort,cyclone_idai_2019,cyclone_idai_2019_test
80,1108981511066406913,"Ngangu township, Chimanimani. Destroyed. Flattened by rocks and mudslide. Villagers here will try rebuild their shattered lives. Pic credit @shingainyoka #cycloneidai",infrastructure_and_utility_damage,cyclone_idai_2019,cyclone_idai_2019_test
244,1110459097776832514,USAID announces additional $3.4 million in aid for #CycloneIdai victims,rescue_volunteering_or_donation_effort,cyclone_idai_2019,cyclone_idai_2019_dev
378,1116824438572494848,"Cassava, Econet &amp; Higherlife Foundation are in it for the long haul with the victims of #CycloneIdai  Change begins with us! @cycloneidaifund @econetzimbabwe @CassavaSmartech @HigherLifeFDN",rescue_volunteering_or_donation_effort,cyclone_idai_2019,cyclone_idai_2019_dev
285,1108846223233089536,"#CycloneIdai has killed hundreds and affected millions in #Mozambique, #Malawi &amp; #Zimbabwe. CARE is joining @decappeal members in launching an emergency appeal. Please donate to help us provide urgently needed shelter, food and health assistance:",injured_or_dead_people,cyclone_idai_2019,cyclone_idai_2019_test
626,1111139779561689089,The ZNA assisting in the transportation and distribution of food relief to victims of #CycloneIdai in the remote parts of Chimanimani #ThePeoplesArmy,rescue_volunteering_or_donation_effort,cyclone_idai_2019,cyclone_idai_2019_test
418,1109518509132996608,Sincerely hoping the $$ donations for #CycloneIdai victims isnt misused! Remember #Haiti?,rescue_volunteering_or_donation_effort,cyclone_idai_2019,cyclone_idai_2019_test
410,1110582025499627521,"The mission would like to express solidarity with the Mozambican people in the aftermath of Cyclone Idai that hit hard central Mozambique, causing significant loss of life and damage – IMF’s Velloso",sympathy_and_support,cyclone_idai_2019,cyclone_idai_2019_test
498,1106995681691136010,The network also commends the action taken by government of declaring #CycloneIdai a national disaster and further calls for all stakeholders to get involved in rescue operations @ZIMCODD1 @zimlandrights @ctzibo #Zimbabwe,rescue_volunteering_or_donation_effort,cyclone_idai_2019,cyclone_idai_2019_test
352,1108361646999777281,GET FIT WITH US! As #IssuesPaneNyaya @ChengetoAfrica weve partnered with #ThomsonFitness among other organisations to raise donations to take to #CycloneIdai Manicaland victims. Play your role and let not this opportunity of giving pass you. BESIDES ITS GOING TO BE F.U.N!,rescue_volunteering_or_donation_effort,cyclone_idai_2019,cyclone_idai_2019_test
694,1107162296571318277,"While mourning the victims of the terror attack in #NewZealand, let us spare at least a thought for #Zimbabwe, #Malawi and #Mozambique where 150 people have been killed due to #Cyclone #Idai. Lets say a special #prayer for them too. #ChristchurchTerrorAttack #CycloneIdaiZW",sympathy_and_support,cyclone_idai_2019,cyclone_idai_2019_test
549,1108135570050551808,"A cyclones the same as a hurricane but has a different name in different places. 920,000 people have been affected in Malawi alone. Were in a position to help, both as a family and as a church, so pray that we do so generously, wisely and compassionately",rescue_volunteering_or_donation_effort,cyclone_idai_2019,cyclone_idai_2019_test
392,1108075893518467072,"We are talking about a massive disaster right now. The full scale of the devastation caused by #CycloneIdai in Mozambique is becoming clearer, aid teams say &amp; warn that the emergency is getting bigger by the hour. @UNOCHA, @UNICEF, @WMO, @WHO @WFP, @ifrc provide updates.",caution_and_advice,cyclone_idai_2019,cyclone_idai_2019_test
218,1109821106477826048,Way to go #GoWarriorsGo and the money yakabhadharwa going to the victims of #CycloneIdaiZW #CycloneIdai ndapota kumambavha eZanu dont screw up @zenzele @nelsonchamisa #Zimbabwe @tudzaa @AssistantTutu @nickmangwana @bruiseddemocrat @4our_Zw #dontjudgeme,rescue_volunteering_or_donation_effort,cyclone_idai_2019,cyclone_idai_2019_dev
35,1117274805743566848,@ZANUPF_Official observes a moment of silence for victims of #CycloneIdai disaster,sympathy_and_support,cyclone_idai_2019,cyclone_idai_2019_dev
767,1107719372318101505,Prayer of strength and comfort to the families affected by #CycloneIdai. We pray for the injured and those still to be rescued. We can do our part by sending help to @EcoCashZW Biller Code 320041 @CassavaSmartech,sympathy_and_support,cyclone_idai_2019,cyclone_idai_2019_test
609,1110493362702962688,Roads may be reopening in Mozambique in the aftermath of #CycloneIdai – but the #humanitarian crisis is far from over Hundreds of people remain stranded and the death toll continues to rise Here are some of the latest updates,injured_or_dead_people,cyclone_idai_2019,cyclone_idai_2019_test
313,1110591964142026752,"This is Courage. In the aftermath of #CycloneIdai, he says I am glad to see the helicopter, it’s so big.” With emergency funding from @eu_echo, this @WFP_UNHAS chopper is saving lives in #Zimbabwe and inspiring others to do the same! Ὠ1",rescue_volunteering_or_donation_effort,cyclone_idai_2019,cyclone_idai_2019_test
524,1107811265181818880,"Our hearts are with #Mozambique, #Zimbabwe, #Malawi, our staff, colleagues and partners. Many people lost everything. #Gorongosa staff evacuated. #Chitengo, Vila Gorongosa, #Chimilo teams are fine. #Gorongosa relief fund:  #CycloneIdai.",sympathy_and_support,cyclone_idai_2019,cyclone_idai_2019_test
174,1107174251277225984,Our thoughts and prayers go out to all those who have lost their lives .its time for Zimbabweans to be together and prevent loss of lives in all areas affected by #CycloneIdai,sympathy_and_support,cyclone_idai_2019,cyclone_idai_2019_dev
386,1116011393742987264,"Each $ counts! The ἞8἞6 government will match each dollar donated to support @humcoalition &amp; partners assist those in dire need of food, water, shelter and medicine. #CycloneIdai",rescue_volunteering_or_donation_effort,cyclone_idai_2019,cyclone_idai_2019_dev
128,1107179941052010498,Well done #ChimanimaniHotel coming through for #CycloneIdai victims opening your doors to provide assistance.  @ThreeMenOnABoat @METHI_Zimbabwe @tourism_council @WITZim @ZtaUpdates @Destination_Zim @MoHCCZim @InfoMinZW @ZBCNewsonline @trucilamutasa @263Chat,rescue_volunteering_or_donation_effort,cyclone_idai_2019,cyclone_idai_2019_test
